id_movimento,vlr_transacao_movimento,descricao_transacao_movimento,data_transacao_movimento,id_cartao
121865,203.08,Supermercado - Compra de alimentos,2023-05-03,60
121866,364.1,Supermercado - Compra de alimentos,2023-05-03,136
121867,319.44,Loja de Roupas - Vestuário,2023-05-03,157
121868,388.78,Eletrônicos - Acessórios,2023-05-03,228
121869,375.75,E-commerce - Compra online,2023-05-03,67
121870,400.76,Farmácia - Medicamentos,2023-05-03,192
121871,216.57,Academia - Mensalidade,2023-05-03,220
121872,362.53,Restaurante - Refeição,2023-05-03,235
121873,198.82,Academia - Mensalidade,2023-05-03,176
121874,410.2,Livraria - Compra de livros,2023-05-03,120
121875,427.74,Restaurante - Refeição,2023-05-03,75
121876,485.97,Restaurante - Refeição,2023-05-03,240
121877,116.6,Academia - Mensalidade,2023-05-03,94
121878,73.95,Cinema - Ingresso,2023-05-03,158
121879,125.45,Eletrônicos - Acessórios,2023-05-03,45
121880,299.84,Restaurante - Refeição,2023-05-03,50
121881,453.05,E-commerce - Compra online,2023-05-03,176
121882,478.02,Farmácia - Medicamentos,2023-05-03,207
121883,245.44,Cinema - Ingresso,2023-05-03,137
121884,312.79,Farmácia - Medicamentos,2023-05-03,56
121885,396.31,Restaurante - Refeição,2023-05-03,245
121886,152.28,Posto de Gasolina - Abastecimento,2023-05-03,94
121887,268.5,Posto de Gasolina - Abastecimento,2023-05-03,247
121888,417.82,Posto de Gasolina - Abastecimento,2023-05-03,196
121889,246.49,Restaurante - Refeição,2023-05-03,242
121890,262.52,E-commerce - Compra online,2023-05-03,172
121891,489.55,Cinema - Ingresso,2023-05-03,25
121892,22.12,Academia - Mensalidade,2023-05-03,54
121893,383.54,Restaurante - Refeição,2023-05-03,27
121894,225.85,Livraria - Compra de livros,2023-05-03,189
121895,170.62,Cinema - Ingresso,2023-05-03,167
121896,396.65,Farmácia - Medicamentos,2023-05-03,214
121897,27.03,Eletrônicos - Acessórios,2023-05-03,106
121898,322.47,Eletrônicos - Acessórios,2023-05-03,10
121899,294.2,Loja de Roupas - Vestuário,2023-05-03,218
121900,156.37,Eletrônicos - Acessórios,2023-05-03,76
121901,33.56,Posto de Gasolina - Abastecimento,2023-05-04,214
121902,250.78,E-commerce - Compra online,2023-05-04,192
121903,78.85,Cinema - Ingresso,2023-05-04,165
121904,292.65,Farmácia - Medicamentos,2023-05-04,92
121905,59.18,Posto de Gasolina - Abastecimento,2023-05-04,30
121906,88.75,Eletrônicos - Acessórios,2023-05-04,208
121907,496.44,Restaurante - Refeição,2023-05-04,250
121908,365.73,Eletrônicos - Acessórios,2023-05-04,170
121909,372.81,Eletrônicos - Acessórios,2023-05-04,55
121910,156.79,Posto de Gasolina - Abastecimento,2023-05-04,80
121911,142.7,Posto de Gasolina - Abastecimento,2023-05-04,160
121912,361.27,Livraria - Compra de livros,2023-05-04,79
121913,26.89,Academia - Mensalidade,2023-05-04,208
121914,432.32,Supermercado - Compra de alimentos,2023-05-04,122
121915,26.15,E-commerce - Compra online,2023-05-04,170
121916,468.91,Supermercado - Compra de alimentos,2023-05-04,39
121917,398.64,Livraria - Compra de livros,2023-05-04,125
121918,132.92,Posto de Gasolina - Abastecimento,2023-05-04,215
121919,60.24,Loja de Roupas - Vestuário,2023-05-04,116
121920,435.55,Supermercado - Compra de alimentos,2023-05-04,170
121921,118.39,Restaurante - Refeição,2023-05-04,142
121922,151.73,E-commerce - Compra online,2023-05-04,21
121923,410.81,Supermercado - Compra de alimentos,2023-05-04,4
121924,283.87,Cinema - Ingresso,2023-05-04,145
121925,286.37,Posto de Gasolina - Abastecimento,2023-05-04,48
121926,182.24,Restaurante - Refeição,2023-05-04,52
121927,324.37,Posto de Gasolina - Abastecimento,2023-05-04,8
121928,253.39,Restaurante - Refeição,2023-05-04,176
121929,491.35,Farmácia - Medicamentos,2023-05-04,170
121930,316.11,Supermercado - Compra de alimentos,2023-05-04,63
121931,154.93,Academia - Mensalidade,2023-05-04,201
121932,41.87,E-commerce - Compra online,2023-05-04,133
121933,208.5,Supermercado - Compra de alimentos,2023-05-04,223
121934,290.66,Supermercado - Compra de alimentos,2023-05-04,182
121935,422.72,Academia - Mensalidade,2023-05-04,142
121936,111.98,E-commerce - Compra online,2023-05-04,5
121937,371.91,Restaurante - Refeição,2023-05-04,216
121938,419.96,Restaurante - Refeição,2023-05-04,43
121939,475.81,E-commerce - Compra online,2023-05-04,153
121940,43.66,E-commerce - Compra online,2023-05-04,181
121941,416.81,Livraria - Compra de livros,2023-05-04,177
121942,456.58,Academia - Mensalidade,2023-05-04,224
121943,222.33,Eletrônicos - Acessórios,2023-05-04,126
121944,311.98,Restaurante - Refeição,2023-05-04,88
121945,301.19,Livraria - Compra de livros,2023-05-04,136
121946,282.37,E-commerce - Compra online,2023-05-04,246
121947,336.27,Livraria - Compra de livros,2023-05-04,223
121948,259.63,Cinema - Ingresso,2023-05-04,144
121949,128.28,Loja de Roupas - Vestuário,2023-05-04,135
121950,254.62,Eletrônicos - Acessórios,2023-05-04,163
121951,90.47,Farmácia - Medicamentos,2023-05-04,203
121952,287.35,Cinema - Ingresso,2023-05-04,21
121953,283.01,Restaurante - Refeição,2023-05-04,89
121954,283.49,Academia - Mensalidade,2023-05-04,93
121955,332.72,Restaurante - Refeição,2023-05-04,81
121956,123.69,Academia - Mensalidade,2023-05-04,225
121957,167.77,Loja de Roupas - Vestuário,2023-05-04,164
121958,210.3,Posto de Gasolina - Abastecimento,2023-05-04,220
121959,442.76,Restaurante - Refeição,2023-05-04,134
121960,410.56,E-commerce - Compra online,2023-05-04,129
121961,443.4,Academia - Mensalidade,2023-05-04,102
121962,337.18,Supermercado - Compra de alimentos,2023-05-04,186
121963,385.2,Cinema - Ingresso,2023-05-04,186
121964,349.01,Academia - Mensalidade,2023-05-04,160
121965,114.82,Eletrônicos - Acessórios,2023-05-04,194
121966,330.36,Restaurante - Refeição,2023-05-04,39
121967,261.68,Restaurante - Refeição,2023-05-04,223
121968,202.52,Posto de Gasolina - Abastecimento,2023-05-04,63
121969,216.87,Supermercado - Compra de alimentos,2023-05-04,187
121970,192.09,Posto de Gasolina - Abastecimento,2023-05-04,74
121971,311.33,Loja de Roupas - Vestuário,2023-05-04,212
121972,13.34,Academia - Mensalidade,2023-05-04,194
121973,178.4,E-commerce - Compra online,2023-05-04,163
121974,62.39,Posto de Gasolina - Abastecimento,2023-05-04,150
121975,418.3,Supermercado - Compra de alimentos,2023-05-04,204
121976,366.82,Eletrônicos - Acessórios,2023-05-04,231
121977,333.74,Cinema - Ingresso,2023-05-04,157
121978,408.66,Livraria - Compra de livros,2023-05-04,29
121979,18.14,Farmácia - Medicamentos,2023-05-04,232
121980,27.15,Livraria - Compra de livros,2023-05-04,92
121981,232.95,Cinema - Ingresso,2023-05-04,10
121982,314.26,Academia - Mensalidade,2023-05-04,96
121983,143.68,Academia - Mensalidade,2023-05-04,2
121984,402.0,E-commerce - Compra online,2023-05-04,156
121985,471.06,Supermercado - Compra de alimentos,2023-05-04,20
121986,94.89,Livraria - Compra de livros,2023-05-04,18
121987,258.28,Eletrônicos - Acessórios,2023-05-04,173
121988,441.1,E-commerce - Compra online,2023-05-04,4
121989,402.57,Loja de Roupas - Vestuário,2023-05-04,33
121990,426.08,Academia - Mensalidade,2023-05-04,35
121991,256.59,Livraria - Compra de livros,2023-05-04,60
121992,332.51,Eletrônicos - Acessórios,2023-05-04,88
121993,481.13,Academia - Mensalidade,2023-05-04,26
121994,321.31,Restaurante - Refeição,2023-05-04,243
121995,261.28,Loja de Roupas - Vestuário,2023-05-04,104
121996,344.38,Academia - Mensalidade,2023-05-04,121
121997,33.99,Farmácia - Medicamentos,2023-05-04,228
121998,265.14,Supermercado - Compra de alimentos,2023-05-04,55
121999,341.73,Eletrônicos - Acessórios,2023-05-04,76
122000,235.24,Livraria - Compra de livros,2023-05-04,77
122001,338.92,Restaurante - Refeição,2023-05-05,122
122002,494.87,Cinema - Ingresso,2023-05-05,72
122003,147.56,Livraria - Compra de livros,2023-05-05,53
122004,245.49,Supermercado - Compra de alimentos,2023-05-05,246
122005,468.9,E-commerce - Compra online,2023-05-05,64
122006,484.56,Restaurante - Refeição,2023-05-05,136
122007,394.06,Restaurante - Refeição,2023-05-05,150
122008,364.49,Loja de Roupas - Vestuário,2023-05-05,17
122009,404.12,E-commerce - Compra online,2023-05-05,135
122010,167.3,Farmácia - Medicamentos,2023-05-05,231
122011,360.65,Eletrônicos - Acessórios,2023-05-05,216
122012,368.56,E-commerce - Compra online,2023-05-05,229
122013,273.94,Restaurante - Refeição,2023-05-05,137
122014,411.3,E-commerce - Compra online,2023-05-05,35
122015,305.82,Posto de Gasolina - Abastecimento,2023-05-05,160
122016,66.65,E-commerce - Compra online,2023-05-05,42
122017,168.05,Loja de Roupas - Vestuário,2023-05-05,236
122018,12.74,Eletrônicos - Acessórios,2023-05-05,49
122019,205.73,Academia - Mensalidade,2023-05-05,225
122020,190.02,Loja de Roupas - Vestuário,2023-05-05,66
122021,33.84,E-commerce - Compra online,2023-05-05,26
122022,249.66,E-commerce - Compra online,2023-05-05,117
122023,279.65,Academia - Mensalidade,2023-05-05,167
122024,82.57,Farmácia - Medicamentos,2023-05-05,33
122025,164.05,Cinema - Ingresso,2023-05-05,51
122026,185.75,Farmácia - Medicamentos,2023-05-05,82
122027,78.67,Academia - Mensalidade,2023-05-05,92
122028,209.52,Livraria - Compra de livros,2023-05-05,98
122029,402.24,Restaurante - Refeição,2023-05-05,198
122030,78.69,Academia - Mensalidade,2023-05-05,66
122031,167.25,Restaurante - Refeição,2023-05-05,16
122032,492.51,Academia - Mensalidade,2023-05-05,180
122033,209.79,E-commerce - Compra online,2023-05-05,62
122034,277.91,Academia - Mensalidade,2023-05-05,57
122035,153.1,Restaurante - Refeição,2023-05-05,65
122036,350.5,Posto de Gasolina - Abastecimento,2023-05-05,171
122037,353.04,Supermercado - Compra de alimentos,2023-05-05,151
122038,456.59,Loja de Roupas - Vestuário,2023-05-05,172
122039,400.89,Posto de Gasolina - Abastecimento,2023-05-05,217
122040,263.46,Eletrônicos - Acessórios,2023-05-05,18
122041,123.71,E-commerce - Compra online,2023-05-05,39
122042,76.07,Livraria - Compra de livros,2023-05-05,46
122043,388.43,E-commerce - Compra online,2023-05-05,6
122044,142.01,Restaurante - Refeição,2023-05-05,219
122045,19.25,E-commerce - Compra online,2023-05-05,242
122046,310.13,Cinema - Ingresso,2023-05-05,165
122047,96.24,Supermercado - Compra de alimentos,2023-05-05,25
122048,402.81,Cinema - Ingresso,2023-05-05,155
122049,8.66,E-commerce - Compra online,2023-05-05,100
122050,45.06,Livraria - Compra de livros,2023-05-05,154
122051,401.14,Supermercado - Compra de alimentos,2023-05-05,120
122052,42.25,Supermercado - Compra de alimentos,2023-05-05,163
122053,214.36,Cinema - Ingresso,2023-05-05,22
122054,350.38,Cinema - Ingresso,2023-05-05,49
122055,479.24,Farmácia - Medicamentos,2023-05-05,139
122056,321.38,Posto de Gasolina - Abastecimento,2023-05-05,180
122057,281.18,Eletrônicos - Acessórios,2023-05-05,191
122058,75.49,Livraria - Compra de livros,2023-05-05,160
122059,398.64,Cinema - Ingresso,2023-05-05,144
122060,96.14,Restaurante - Refeição,2023-05-05,139
122061,319.53,Academia - Mensalidade,2023-05-05,215
122062,134.69,Supermercado - Compra de alimentos,2023-05-05,114
122063,385.82,Loja de Roupas - Vestuário,2023-05-05,192
122064,109.61,Livraria - Compra de livros,2023-05-05,64
122065,258.94,Posto de Gasolina - Abastecimento,2023-05-05,139
122066,232.3,Loja de Roupas - Vestuário,2023-05-05,245
122067,286.46,Posto de Gasolina - Abastecimento,2023-05-05,150
122068,63.07,Farmácia - Medicamentos,2023-05-05,14
122069,29.48,Livraria - Compra de livros,2023-05-05,67
122070,40.26,Cinema - Ingresso,2023-05-05,108
122071,179.01,Posto de Gasolina - Abastecimento,2023-05-05,71
122072,375.43,E-commerce - Compra online,2023-05-05,54
122073,276.1,Farmácia - Medicamentos,2023-05-05,138
122074,276.13,Cinema - Ingresso,2023-05-05,75
122075,439.12,Restaurante - Refeição,2023-05-05,85
122076,13.49,Restaurante - Refeição,2023-05-05,103
122077,135.29,Eletrônicos - Acessórios,2023-05-05,223
122078,292.71,Supermercado - Compra de alimentos,2023-05-05,93
122079,245.05,Academia - Mensalidade,2023-05-05,160
122080,189.96,Loja de Roupas - Vestuário,2023-05-05,95
122081,21.12,Posto de Gasolina - Abastecimento,2023-05-05,96
122082,208.23,Supermercado - Compra de alimentos,2023-05-05,90
122083,420.14,Restaurante - Refeição,2023-05-05,169
122084,139.28,Restaurante - Refeição,2023-05-05,57
122085,233.95,Posto de Gasolina - Abastecimento,2023-05-05,177
122086,42.49,Livraria - Compra de livros,2023-05-05,179
122087,60.88,Restaurante - Refeição,2023-05-05,116
122088,424.39,Restaurante - Refeição,2023-05-05,60
122089,88.57,Academia - Mensalidade,2023-05-05,232
122090,88.91,Posto de Gasolina - Abastecimento,2023-05-05,15
122091,113.27,Posto de Gasolina - Abastecimento,2023-05-05,195
122092,300.38,Supermercado - Compra de alimentos,2023-05-05,47
122093,484.78,Eletrônicos - Acessórios,2023-05-05,244
122094,256.03,Livraria - Compra de livros,2023-05-05,93
122095,352.65,Farmácia - Medicamentos,2023-05-05,124
122096,458.49,Loja de Roupas - Vestuário,2023-05-05,128
122097,40.42,Livraria - Compra de livros,2023-05-05,22
122098,439.6,Supermercado - Compra de alimentos,2023-05-05,58
122099,79.32,Supermercado - Compra de alimentos,2023-05-05,103
122100,451.56,Livraria - Compra de livros,2023-05-05,51
122101,156.02,Farmácia - Medicamentos,2023-05-06,176
122102,267.97,Academia - Mensalidade,2023-05-06,150
122103,196.96,Loja de Roupas - Vestuário,2023-05-06,149
122104,59.94,Restaurante - Refeição,2023-05-06,29
122105,256.09,Eletrônicos - Acessórios,2023-05-06,249
122106,356.99,Restaurante - Refeição,2023-05-06,7
122107,203.36,Posto de Gasolina - Abastecimento,2023-05-06,41
122108,288.88,Academia - Mensalidade,2023-05-06,80
122109,93.55,Academia - Mensalidade,2023-05-06,12
122110,468.83,Farmácia - Medicamentos,2023-05-06,141
122111,185.88,Loja de Roupas - Vestuário,2023-05-06,188
122112,174.52,Academia - Mensalidade,2023-05-06,230
122113,264.17,Cinema - Ingresso,2023-05-06,23
122114,362.08,Posto de Gasolina - Abastecimento,2023-05-06,224
122115,385.58,Livraria - Compra de livros,2023-05-06,227
122116,292.76,Livraria - Compra de livros,2023-05-06,248
122117,168.94,E-commerce - Compra online,2023-05-06,228
122118,133.95,Farmácia - Medicamentos,2023-05-06,146
122119,129.66,Eletrônicos - Acessórios,2023-05-06,161
122120,177.87,Livraria - Compra de livros,2023-05-06,192
122121,323.68,Farmácia - Medicamentos,2023-05-06,26
122122,428.57,Supermercado - Compra de alimentos,2023-05-06,102
122123,414.06,Cinema - Ingresso,2023-05-06,139
122124,270.58,Eletrônicos - Acessórios,2023-05-06,145
122125,145.91,Restaurante - Refeição,2023-05-06,55
122126,18.81,Academia - Mensalidade,2023-05-06,204
122127,419.35,Farmácia - Medicamentos,2023-05-06,227
122128,332.82,Livraria - Compra de livros,2023-05-06,172
122129,244.34,E-commerce - Compra online,2023-05-06,109
122130,386.33,E-commerce - Compra online,2023-05-06,63
122131,248.56,Loja de Roupas - Vestuário,2023-05-06,238
122132,247.07,E-commerce - Compra online,2023-05-06,111
122133,226.3,Cinema - Ingresso,2023-05-06,127
122134,308.89,Posto de Gasolina - Abastecimento,2023-05-06,242
122135,236.45,Academia - Mensalidade,2023-05-06,106
122136,52.8,Livraria - Compra de livros,2023-05-06,125
122137,96.03,Cinema - Ingresso,2023-05-06,224
122138,284.39,Academia - Mensalidade,2023-05-06,92
122139,169.87,Eletrônicos - Acessórios,2023-05-06,180
122140,33.65,Farmácia - Medicamentos,2023-05-06,153
122141,456.51,Eletrônicos - Acessórios,2023-05-06,35
122142,104.55,E-commerce - Compra online,2023-05-06,5
122143,27.85,Restaurante - Refeição,2023-05-06,79
122144,93.2,Supermercado - Compra de alimentos,2023-05-06,140
122145,169.2,Loja de Roupas - Vestuário,2023-05-06,106
122146,320.79,Restaurante - Refeição,2023-05-06,246
122147,234.53,E-commerce - Compra online,2023-05-06,169
122148,388.12,Supermercado - Compra de alimentos,2023-05-06,232
122149,421.76,Academia - Mensalidade,2023-05-06,215
122150,366.48,E-commerce - Compra online,2023-05-06,26
122151,399.58,Restaurante - Refeição,2023-05-06,23
122152,144.7,Academia - Mensalidade,2023-05-06,238
122153,123.23,Cinema - Ingresso,2023-05-06,133
122154,427.75,Posto de Gasolina - Abastecimento,2023-05-06,215
122155,363.62,Restaurante - Refeição,2023-05-06,49
122156,268.26,Academia - Mensalidade,2023-05-06,167
122157,469.21,Livraria - Compra de livros,2023-05-06,92
122158,495.63,E-commerce - Compra online,2023-05-06,75
122159,75.96,Cinema - Ingresso,2023-05-06,159
122160,153.69,Posto de Gasolina - Abastecimento,2023-05-06,41
122161,384.64,Academia - Mensalidade,2023-05-06,230
122162,253.29,Posto de Gasolina - Abastecimento,2023-05-06,45
122163,245.39,E-commerce - Compra online,2023-05-06,219
122164,113.63,Farmácia - Medicamentos,2023-05-06,48
122165,343.37,Eletrônicos - Acessórios,2023-05-06,105
122166,326.12,Academia - Mensalidade,2023-05-06,238
122167,346.37,Farmácia - Medicamentos,2023-05-06,137
122168,105.89,Posto de Gasolina - Abastecimento,2023-05-06,36
122169,273.42,E-commerce - Compra online,2023-05-06,173
122170,37.36,Supermercado - Compra de alimentos,2023-05-06,67
122171,382.31,Restaurante - Refeição,2023-05-06,49
122172,343.91,Loja de Roupas - Vestuário,2023-05-06,148
122173,278.33,Posto de Gasolina - Abastecimento,2023-05-06,91
122174,42.4,Livraria - Compra de livros,2023-05-06,76
122175,359.5,Posto de Gasolina - Abastecimento,2023-05-06,145
122176,395.44,Eletrônicos - Acessórios,2023-05-06,64
122177,361.88,Cinema - Ingresso,2023-05-06,192
122178,20.26,E-commerce - Compra online,2023-05-06,185
122179,209.71,Supermercado - Compra de alimentos,2023-05-06,24
122180,134.09,Cinema - Ingresso,2023-05-06,207
122181,276.47,E-commerce - Compra online,2023-05-06,192
122182,441.02,E-commerce - Compra online,2023-05-06,47
